coherence_analysis.local_coherence_embeddings,coherence_analysis.entity_coherence,coherence_analysis.overall_coherence,coherence_analysis.coherence_values.2,coherence_analysis.coherence_values.3,coherence_analysis.coherence_values.4,coherence_analysis.coherence_values.5,coherence_analysis.coherence_values.6,coherence_analysis.coherence_values.7,coherence_analysis.coherence_values.8,coherence_analysis.coherence_values.9,coherence_analysis.coherence_values.10,originality_analysis.semantic_distance,stylistic_analysis.linguistic_metrics.lexical_diversity.TTR,stylistic_analysis.linguistic_metrics.lexical_diversity.log_TTR,stylistic_analysis.linguistic_metrics.average_subordination_depth,stylistic_analysis.rhetorical_devices.counts.onomatopoeia,stylistic_analysis.rhetorical_devices.counts.epiphora,stylistic_analysis.rhetorical_devices.counts.paronomasia,stylistic_analysis.semantic_density.cosine_similarity,stylistic_analysis.semantic_density.entropy,stylistic_analysis.sentence_rhythm.coefficient_of_variation,sentiment_analysis.average_entropy,sentiment_analysis.average_max_confidence,sentiment_analysis.average_valence_intensity,sentiment_analysis.sentiment_distribution_positive,sentiment_analysis.sentiment_distribution_negative,sentiment_analysis.sentiment_trend,sentiment_analysis.temporal_dynamics,sentiment_analysis.emotional_complexity,sentiment_analysis.emotional_volatility,sentiment_analysis.emotional_persistence,sentiment_analysis.emotional_oscillation,thematic_analysis.inter_theme_similarity,thematic_analysis.graph_modularity
0.35808081477880477,0.03773731714908186,0.5496506310790824,0.37079115693273523,0.3317728535684627,0.34077585112510167,0.28541905394170597,0.31400556464996443,0.32977638503871126,0.33500170935613055,0.34484493956646456,0.36150970379243874,0.7187053730090459,0.5352112676056338,0.8893438541298069,1.411764705882353,0,0,0,0.2210889607667923,4.590453348688859,0.8086978771805693,0.04661874518186085,0.9901704035307232,0.9803408001194169,0.47368421052631576,0.5263157894736842,0.047348382986159045,0.1444542470238099,0.6171834753913988,0.2222222222222222,0.7777777777777778,0.0,0.25965818762779236,0.0
0.4271388196426889,0.04710096190359349,0.5529163341673969,0.3976268486101604,0.35723369512572684,0.33880734496780285,0.381984577362884,0.39242017644607996,0.32142481000250267,0.3643316347659748,0.3410337983708693,0.32158649833688274,0.5458182136217753,0.49530956848030017,0.888099080411616,1.2857142857142858,0,0,0,0.21513846516609192,5.238062586836216,0.5038339863490109,0.0424515884381011,0.9892950140767627,0.9785900366486102,0.8888888888888888,0.1111111111111111,0.018055777137000784,0.15777482377066762,0.6673331660953544,0.2571428571428571,0.7428571428571429,0.0,0.5939997434616089,1.1102230246251565e-16
0.47477085640033084,0.05396838437251972,0.28236501843194795,0.3288596730226945,0.3419594452881996,0.3077684452493621,0.3394890602073196,0.356612392255888,0.3552118957185491,0.26135389087778854,0.3448092492160638,0.35586802017844177,0.5628984090354707,0.47401574803149604,0.8843262919255608,1.236842105263158,0,0,0,0.2143830806016922,5.180079667388249,0.75422838665331,0.02398587804748152,0.9960878269616947,0.9921756591512497,0.813953488372093,0.18604651162790697,0.007869566254255294,0.19844132286457977,0.6826939458429845,0.4523809523809524,0.5476190476190477,0.023809523809523808,0.31419244408607483,0.0
0.19815195731532115,0.09818279354052381,0.4326569994349014,0.4108090344413836,0.41793382524305384,0.41576194049941034,0.3716768069884156,0.3095445953638589,0.27002668611053726,0.3809272632162026,0.28365302319903235,0.4163218627487364,0.7946628127867977,0.5610236220472441,0.9072315242131935,1.2857142857142858,0,0,1,0.21214823424816132,5.393097589827926,0.8991557452112722,0.029555591817780818,0.9948490806988307,0.9896981658480529,0.5142857142857142,0.4857142857142857,-0.00419209766802531,0.21640738360673545,0.659493293749199,0.47058823529411764,0.5294117647058824,0.0,0.3148658573627472,0.3279249621808827
0.3424972701817751,0.045662115003908176,0.3911969578301814,0.3340330930482841,0.38584345281588384,0.33387757947395846,0.36336489707360997,0.33544822750426057,0.3446062050233425,0.3275138965700492,0.30161761612826793,0.2858255263580297,0.6183620325393147,0.5270541082164328,0.8969108851095957,1.2432432432432432,0,0,0,0.20940397679805756,5.138810777015648,0.5319575893193471,0.018830753342821593,0.9965299508150887,0.9930599037735888,0.8529411764705882,0.14705882352941177,0.004776301863803865,0.17005164976534887,0.722680186186061,0.48484848484848486,0.5151515151515151,0.030303030303030304,0.418952077627182,0.0
0.2829514295991623,0.03635032492297939,0.5720402982492184,0.38081095320208713,0.37701985831509227,0.36300196179359046,0.36070748649351553,0.3638060502669583,0.32464518674651666,0.3137580683895751,0.3154968085826653,0.33386998426866327,0.7144297008506126,0.5042016806722689,0.8928117165321441,1.2222222222222223,0,0,0,0.20551390945911407,5.160344906210598,0.5872140414136093,0.019198285522345936,0.996967838704586,0.993935677636182,0.9,0.1,-0.005178194633779591,0.2541432251672542,0.7031755741590555,0.6153846153846154,0.38461538461538464,0.02564102564102564,0.35604962706565857,0.0
0.32698779478669165,0.017708333333333333,0.5482730552234854,0.4003709440583889,0.31340642101952926,0.29630164863221997,0.3143206681856159,0.2807076229726096,0.2863536047395841,0.331670853406556,0.28435731967082556,0.2802068225750046,0.6401126036213504,0.5683453237410072,0.899597704030021,1.1333333333333333,0,0,0,0.22063837945461273,4.752669411111073,0.5505007604583335,0.03800232463323926,0.9931368357256839,0.986273695273619,0.7368421052631579,0.2631578947368421,-0.053421040523163446,0.1422390290098647,0.630590564791094,0.2777777777777778,0.7222222222222222,0.0,0.326104074716568,0.0
0.3846934570206536,0.043186523621306226,0.23101431132271777,0.37388867436352413,0.38027781709506714,0.3626412523117045,0.36439583246890805,0.3971105252947969,0.30336168286117127,0.31369151344518303,0.32167963378009146,0.3685581472396803,0.5649923685524199,0.5054347826086957,0.8919250697936666,1.2093023255813953,0,0,0,0.21591009199619293,5.198375301550582,0.6477032671191342,0.03618452288835803,0.9920291014619775,0.9840582080934247,0.8648648648648649,0.13513513513513514,-0.0004922247854392787,0.15260527411466696,0.6797368852545721,0.3055555555555556,0.6944444444444444,0.0,0.3072812259197235,0.061589066396179754
0.46166571229696274,0.02959557985873775,0.33983032251863654,0.40328411394338237,0.38077167739246426,0.4315122584205955,0.3590285662564877,0.34066110992504944,0.3561503097877359,0.3294492177964429,0.2772026978464243,0.3143581797003733,0.667318380334311,0.4991735537190083,0.8915258924473125,1.21875,0,0,0,0.21060419082641602,5.0749783028960245,0.563004039660332,0.0205144231853144,0.9967769253544692,0.9935538403621715,0.8292682926829268,0.17073170731707318,0.02269210939578538,0.19737409607448095,0.6825113528927389,0.45,0.55,0.0,0.2952634394168854,0.18549189409207162
0.3964099244525035,0.06807097852441735,0.2260344806954177,0.3611959527531352,0.383420593425344,0.4048510932172019,0.4105120911910486,0.36316749317233477,0.3813068969705147,0.37691182953568225,0.31736106904272676,0.2973920181136981,0.7277173260330326,0.5062893081761006,0.8945583143388969,1.647887323943662,0,0,0,0.21767748892307281,5.29459045661941,0.7429270175721395,0.0414971244719014,0.9915336810407185,0.9830673616324064,0.5,0.5,-0.0013519753113683426,0.09420507167939249,0.6800224868503516,0.24390243902439024,0.7560975609756098,0.0,0.22206605970859528,0.0
