coherence_analysis.local_coherence_embeddings,coherence_analysis.entity_coherence,coherence_analysis.overall_coherence,coherence_analysis.coherence_values.2,coherence_analysis.coherence_values.3,coherence_analysis.coherence_values.4,coherence_analysis.coherence_values.5,coherence_analysis.coherence_values.6,coherence_analysis.coherence_values.7,coherence_analysis.coherence_values.8,coherence_analysis.coherence_values.9,coherence_analysis.coherence_values.10,originality_analysis.semantic_distance,stylistic_analysis.linguistic_metrics.lexical_diversity.TTR,stylistic_analysis.linguistic_metrics.lexical_diversity.log_TTR,stylistic_analysis.linguistic_metrics.average_subordination_depth,stylistic_analysis.rhetorical_devices.counts.euphony,stylistic_analysis.rhetorical_devices.counts.paronomasia,stylistic_analysis.semantic_density.cosine_similarity,stylistic_analysis.sentence_rhythm.coefficient_of_variation,sentiment_analysis.average_entropy,sentiment_analysis.average_max_confidence,sentiment_analysis.average_valence_intensity,sentiment_analysis.sentiment_distribution_positive,sentiment_analysis.sentiment_distribution_negative,sentiment_analysis.sentiment_trend,sentiment_analysis.temporal_dynamics,sentiment_analysis.emotional_complexity,sentiment_analysis.emotional_oscillation,thematic_analysis.inter_theme_similarity,thematic_analysis.graph_density,thematic_analysis.graph_modularity,stylistic_analysis.rhetorical_devices.counts.allegory
0.3158317267110473,0.26595238095238094,0.15450695451815757,0.3556723111481994,0.29801893689260284,0.2908355318145659,0.37092843623410915,0.42468716186175276,0.3322385463161214,0.40495695653395253,0.39333294336338676,0.4685640362056523,0.6979210052117141,0.5885167464114832,0.9007643716045257,1.1666666666666667,0.0,0.0,0.21974894404411316,0.5274714810802077,0.0633359842861599,0.986482960837228,0.9729659100246083,0.5,0.5,0.08883195708013007,0.052319819684863,0.654676780850358,0.0,0.2957214415073395,0.2,1.1102230246251565e-16,
0.3503874856978655,0.2253720238095238,0.1363159913346386,0.32561197079072685,0.3289539929698267,0.310509396057547,0.30776236963388587,0.28995799848677356,0.2955626318169896,0.3017115950768101,0.3432027305520468,0.34490540603121034,0.6703183801428443,0.515625,0.8805492649198067,1.25,0.0,0.0,0.2318272590637207,0.5353903435617683,0.03505002057649187,0.9936280250549316,0.9872560373365155,0.16666666666666666,0.8333333333333334,0.03322882389726214,0.3712561645256705,0.7023782780377015,0.0,0.2442680299282074,0.1,0.0,
0.26516093218344305,0.06081076844965733,0.2400705135301738,0.31834217182251917,0.32664460384125393,0.3401277181577792,0.39104056616235694,0.3996364490144899,0.39501947288149725,0.322692522121476,0.37750922715104174,0.30724656303060865,0.7148057140487557,0.4900662251655629,0.8923728502407424,1.5064935064935066,0.0,0.0,0.21181605756282806,0.6657039237608344,0.03237453812689931,0.9943132503674581,0.9886265123148825,0.5192307692307693,0.4807692307692308,0.009233085419378007,0.11941644729305144,0.6869039631121978,0.0196078431372549,0.1998888999223709,0.029411764705882353,0.0,
0.27703437311813617,0.0776610020122131,0.12381842019963095,0.31949621362504893,0.39301603863522233,0.35562467256659575,0.3848302041854158,0.3378883926541947,0.388560156971805,0.37443142022638554,0.3729678685096104,0.39792086512726027,0.6832516978152633,0.49019607843137253,0.8936596442121391,1.2083333333333333,0.0,0.0,0.2116476595401764,0.5687536277547274,0.04187970552538552,0.9917617567947933,0.9835235195236497,0.5178571428571429,0.48214285714285715,0.011387938970985114,0.2044075620161616,0.6904309072798954,0.03636363636363636,0.24286441504955292,0.03333333333333333,0.3462681872848682,
0.3200391371819106,0.1435551948051948,0.24922017407512959,0.31254821859790494,0.3704840546465206,0.33227890918264763,0.27290245694175114,0.39066060266849334,0.4050163843248544,0.402253101117902,0.3454748052944977,0.43858563883770635,0.7169080455752203,0.5855263157894737,0.893460015839713,1.1538461538461537,0.0,0.0,0.21976575255393982,0.53852221202055,0.03314297205768551,0.9943440610712225,0.9886881084636446,0.36363636363636365,0.6363636363636364,-0.012126523979046983,0.0027749069992032823,0.6555660301435803,0.0,0.3250875174999237,0.0,0.0,
0.24854035168472263,0.07153053350970018,0.3739603517035324,0.3616616077765327,0.3948632177432417,0.3353876944683145,0.3931821339739433,0.3908491830846647,0.3496140371111315,0.3716763022766958,0.3603987385883903,0.31413603044252403,0.7160629924769499,0.5277777777777778,0.8972965646771017,1.469387755102041,0.0,0.0,0.21562297642230988,0.4363877734521992,0.04640843732206351,0.990410343689077,0.9808206833857933,0.5,0.5,-0.0008999413401509737,0.05597297712610209,0.7086107492054637,0.0,0.26759010553359985,0.03636363636363636,0.0,
0.3955403229123668,0.174149315596684,0.3549165282350759,0.32002910801406736,0.35430150928110754,0.4000975329723082,0.433823440894663,0.392380911214049,0.41669853880682484,0.41361503274758776,0.38730058715634175,0.3997640510114546,0.7663937309226833,0.34576271186440677,0.8132570520335326,1.2941176470588236,0.0,0.0,0.22121642529964447,0.4175586578642356,0.05982884735567344,0.9868166844050089,0.9736333676070595,0.3333333333333333,0.6666666666666666,0.06010402164861772,0.05138611989820538,0.5780393280794386,0.0,0.1917894035577774,0.0,0.0,
0.3346313599432851,0.1549394570946295,0.21946615052534177,0.28385690639789596,0.3056469672368416,0.316730391114487,0.360118210033823,0.333025412804236,0.3067248075717319,0.3235679291607217,0.3194378919935661,0.3343603979101949,0.7070355956318302,0.39001189060642094,0.8601878036369934,1.3333333333333333,0.0,0.0,0.21417170763015747,0.5277746681402639,0.0416654933708103,0.9911285505212587,0.9822571044526833,0.5689655172413793,0.43103448275862066,-0.0026553928045608814,0.05926585061321249,0.6828622183580892,0.017543859649122806,0.32519108057022095,0.21212121212121213,0.10288801015997671,
0.3197305615918309,0.07002763772780113,0.3445415979853742,0.37518053628629355,0.38469374125896055,0.4141327263259308,0.38165339107862034,0.36579095684933366,0.3459676618641028,0.3505931844445743,0.31372643633330266,0.33739894562320116,0.7078173332406688,0.46853146853146854,0.8877577427629825,1.3902439024390243,0.0,1.0,0.21350382268428802,0.8967625296119168,0.04191048484862164,0.9919088667836683,0.9838177316886341,0.4827586206896552,0.5172413793103449,0.0038570615050385966,0.22763702853606407,0.7000955085015699,0.017543859649122806,0.3173550069332123,0.18095238095238095,0.11849144332568756,
0.28918108758939937,0.13804112554112552,0.1731670078512524,0.34612241219599627,0.3137304758613075,0.32269503192757065,0.3731632672894289,0.36211730524337815,0.37711743145196647,0.33841141865233637,0.33588980332219565,0.3542438400277931,0.7051955932172749,0.6293706293706294,0.9066996864849681,1.55,0.0,0.0,0.21831904351711273,0.339934634239519,0.037849874584972514,0.9929969847202301,0.9859939878282603,0.3,0.7,-0.23303064342430185,0.2550489008095865,0.6370683063193072,0.0,0.2030726671218872,0.0,0.0,
0.39485002402216196,0.27145691609977324,0.12306532292689724,0.30295370536797306,0.24829564362440015,0.2151282870469697,0.32683546169946026,0.3569808454823416,0.35940491266310215,0.38491370839848765,0.38956849196191956,0.39957405752840697,0.7515994362975382,0.551948051948052,0.8820117255742028,1.2,0.0,0.0,0.21128588914871216,0.6725502514941867,0.015629808897273556,0.9977390170097351,0.9954780073021539,0.7272727272727273,0.2727272727272727,0.12198406126084997,0.15562257171536073,0.5675911597810578,0.0,0.27253496646881104,0.1,0.0,
0.28812993560374406,0.08050254925254925,0.23264549133172097,0.35238634139824,0.4030901744691146,0.4037260221095433,0.42071302980681696,0.4000650946782178,0.36224718649203186,0.3975369886747382,0.3253333134413893,0.3589363734628064,0.7323235397092173,0.4845814977973568,0.8889456990383833,1.4333333333333333,0.0,0.0,0.21518538892269135,0.45633287318592447,0.030326568444717285,0.9944556418885576,0.9889112896139812,0.6382978723404256,0.3617021276595745,0.009885120700693967,0.2010437009994826,0.7075176050432143,0.06521739130434782,0.2401495724916458,0.030303030303030304,0.0,
0.275680426237258,0.11923514196241469,0.2328372595770788,0.32181161628601074,0.3606510418701944,0.3493169369474867,0.3958710250393125,0.37738230769995446,0.36633271373153714,0.37909988552785,0.36116456830134874,0.3339132598056858,0.7280016345744529,0.40272614622057,0.8641185558899928,1.3484848484848484,1.0,1.0,0.2211807519197464,0.532951630971944,0.036753836876619574,0.9930660295904729,0.9861320566177663,0.49122807017543857,0.5087719298245614,-0.006531452698111582,0.15283354528261137,0.6953826364397646,0.0,0.22331875562667847,0.0392156862745098,0.19024999893216382,
0.2923045973567402,0.20343004852808774,0.13074931263656756,0.39645263312981094,0.3882837648307588,0.3951892757338552,0.27336337709700154,0.21838089344036726,0.317340609927727,0.34067164104104025,0.4103736535157693,0.39716603039460496,0.6981642615618043,0.5640138408304498,0.8989351634060518,1.2307692307692308,0.0,0.0,0.213266983628273,0.6056741284877132,0.0202639488511744,0.9968430906534195,0.9936861842579674,0.7,0.3,0.03893068143731899,0.23956211510951536,0.6757592184660316,0.0,0.23594853281974792,0.0,0.0,
0.28584299702197313,0.133994708994709,0.5184719768351224,0.4375010935289631,0.4123012057273943,0.3482473896737498,0.2647457817150406,0.3298928372145989,0.3204174117432023,0.31859940419732746,0.3068820017848329,0.3235675940632497,0.6309244604340303,0.5526315789473685,0.8962636263145818,1.2692307692307692,0.0,0.0,0.2306445986032486,0.3150646852459547,0.025130254320264448,0.9956904280753363,0.9913808563890468,0.5238095238095238,0.47619047619047616,0.007523868495784963,0.18270558330657546,0.6724282722668767,0.0,0.2536100745201111,0.0,0.0,
0.272121488130179,0.11486624486624487,0.5580678325604321,0.3802576825814771,0.3711727941896261,0.379380257874394,0.3747965904926831,0.3693952155982394,0.3479325580536617,0.3645290064967205,0.32572108538915845,0.30129119273717786,0.7629361449384525,0.4713375796178344,0.8832478040169544,1.320754716981132,0.0,0.0,0.2121342122554779,0.6751487356483972,0.05355925771497418,0.9824261110882426,0.9648522302524598,0.27906976744186046,0.7209302325581395,0.01782324013946405,0.1655035885739492,0.683278004224307,0.023809523809523808,0.1817396879196167,0.005847953216374269,0.0,
0.30272960173897445,0.08054585990167833,0.2709794515994378,0.32482747166366754,0.36566901399166035,0.32864663887858003,0.3401451910126848,0.3713851278195997,0.3322152187108235,0.3304157518604729,0.35564584397395826,0.3474126068955765,0.800231616414914,0.44871794871794873,0.8813608091019094,1.359375,0.0,0.0,0.20994696021080017,0.7655898985917533,0.05569084831586946,0.9865108879946046,0.9730217807573045,0.3728813559322034,0.6271186440677966,-0.007485241201567508,0.16653703653603516,0.688652691308867,0.0,0.3063967823982239,0.13636363636363635,0.14775158540664368,
0.2168127577751875,0.05095975453118311,0.2371167659577753,0.34082672701677236,0.3463694483037947,0.2848494927881921,0.30144335054845495,0.33693360880393347,0.36207135915642635,0.3871606072496068,0.37348597794907357,0.37480592275796465,0.7621407477647264,0.743801652892562,0.9382831938858899,1.0,0.0,0.0,0.2136894315481186,0.8193887077864064,0.014372393343205801,0.9979328380690681,0.9958656883552774,0.1111111111111111,0.8888888888888888,-0.07080809629821616,0.29352386978292033,0.6280124411652306,0.0,0.21335545182228088,0.0,0.0,
0.24969913885884343,0.04323801198801199,0.21847393255209302,0.3467221222689828,0.35149211483063697,0.34115739589292904,0.36950361635252604,0.4148399455543206,0.3052045086789347,0.2806886244349923,0.30890546116988343,0.3463428960547001,0.7836054748252288,0.5801749271137027,0.9067401916945735,1.28,0.0,0.0,0.23309600353240967,0.48811995811744957,0.059951696037951197,0.9753441929817199,0.9506883982871659,0.4,0.6,0.025844570507514923,0.18368373067351215,0.6568602613365278,0.0,0.21000409126281738,0.0,0.0,
0.30885018708138934,0.08535689117084465,0.140349020477157,0.23877794610493452,0.3343849528611149,0.315452879092761,0.34139279405628786,0.3381758731949378,0.35007961119264847,0.33040246060524303,0.3684386496844708,0.2994090778635611,0.7000259376531396,0.4433497536945813,0.8645773421745556,1.475,0.0,0.0,0.2238403856754303,0.5424016460483412,0.03600222569673475,0.9936647276083629,0.9873294571783239,0.5,0.5,0.0005604159050994314,0.08951740618247482,0.6594539231544391,0.034482758620689655,0.6565591096878052,1.0,0.0,
0.28917179860431574,0.07466327923838852,0.2356579783533459,0.36319911211452593,0.3562655241422958,0.37431991963920186,0.3917279691437665,0.3964523284656521,0.32374303719337466,0.3242514017764884,0.3292391960114302,0.3649702279676069,0.7116298742952164,0.47581699346405226,0.8881421904900642,1.3571428571428572,0.0,0.0,0.21369782090187073,0.8703454396230675,0.03539558570472039,0.9928658295560766,0.985731653989879,0.2777777777777778,0.7222222222222222,-0.010628238889903304,0.11392065637884319,0.6903285008349591,0.018867924528301886,0.26428547501564026,0.06666666666666667,0.23339938186756914,
0.2957873116940894,0.07147961165818309,0.23267932491944612,0.33122115403659624,0.3394206775610585,0.3467872221057056,0.3266500839493989,0.36810539752167576,0.3486372653518269,0.3000229845459642,0.2928251478720543,0.3485629716336782,0.7387041247883727,0.5357917570498916,0.898260360408014,1.4166666666666667,0.0,0.0,0.22265641391277313,0.5892212910569263,0.02952731354943882,0.9939881545124631,0.9879762979196103,0.3939393939393939,0.6060606060606061,-0.013632689121614904,0.2544719690559675,0.7121818455220645,0.03125,0.21264824271202087,0.0,0.0,
0.33238955605775117,0.23895833333333333,0.13635692900404298,0.28497466802974303,0.36913086829545344,0.2818187866452322,0.3185104952057351,0.23971682298007183,0.3504943776984835,0.36034407813887703,0.3756567505298501,0.37248465091341937,0.664181691726712,0.5508982035928144,0.8835080195053651,1.4615384615384615,0.0,0.0,0.22254274785518646,0.6767467683415131,0.09569397698401842,0.9524983366330465,0.9049966891470831,0.16666666666666666,0.8333333333333334,-0.08767025483245347,0.00024367197920585309,0.5527835412930605,0.0,0.23898597061634064,0.0,0.0,
0.27009909758062073,0.004733218588640275,0.3659995393532897,0.3790330268231823,0.41558070733290037,0.305892110776729,0.3569474967720418,0.3563043314327447,0.3672886777397995,0.3172705289823364,0.3142350825882725,0.352552707756873,0.7792821452317047,0.617816091954023,0.9177122710105939,1.3157894736842106,0.0,0.0,0.2722025513648987,0.8802266931635621,0.023281276189243392,0.9962014158566793,0.9924028363583299,0.26666666666666666,0.7333333333333333,0.019365939444118612,0.10679000697891657,0.6526165665670979,0.0,0.33672207593917847,0.23809523809523808,0.0,
0.32114972631362354,0.23947066529961267,0.2722520044932863,0.3213900920596338,0.3684311228753938,0.3799608511723823,0.33640330752622916,0.34252093089877306,0.3116344807872834,0.35187561107003495,0.31526966965531306,0.3273611060884535,0.751252444260789,0.4260614934114202,0.8692756815477818,1.3,0.0,0.0,0.22128413617610931,0.6952776227692351,0.02772981802534987,0.9947937004109646,0.9895873974310234,0.2765957446808511,0.723404255319149,-0.00027045442828416957,0.25466650657551587,0.7392168957207532,0.06521739130434782,0.25765931606292725,0.0641025641025641,0.07305126310119814,
0.3241312819368699,0.1116819291819292,0.2759763202500317,0.31504428382809835,0.3383467023965739,0.3744500267047196,0.36164431940543723,0.3641754826580741,0.32407415506009835,0.35043604385623023,0.3036839292334026,0.30836383903564146,0.7064614454160839,0.4684898929845422,0.8874110281724104,1.2258064516129032,0.0,0.0,0.21904408931732178,0.43700604108494173,0.02896613698245262,0.9950225225516728,0.9900450509760829,0.6607142857142857,0.3392857142857143,-0.009767652267630583,0.23297884159543283,0.7171819001462476,0.01818181818181818,0.3301062285900116,0.14545454545454545,0.20603106647910982,
0.4186221592732378,0.05416666666666667,0.1227187292929105,0.3188999462382645,0.3553786326847097,0.3255569212364162,0.3246326395079683,0.32109047125274487,0.36369577819141263,0.3553235207720696,0.38945287777898224,0.38940329347790675,0.7185827770303921,0.6187050359712231,0.9026995291932637,1.0,0.0,0.0,0.21573160588741302,0.5509145786776228,0.03368795638434719,0.9941998611796986,0.9883997160518034,0.18181818181818182,0.8181818181818182,0.04569265562038501,0.25556305430818826,0.6508800362099639,0.1,0.336416095495224,0.0,0.0,
0.1979092759390672,0.165766306522609,0.13220822928477982,0.3673708891163177,0.34484897552962,0.283155762438402,0.33926060773227124,0.32210938595394195,0.3270940006548974,0.399228461601242,0.36295502331298807,0.31336228430664015,0.9470786204929578,0.5338345864661654,0.8875849080094773,1.5263157894736843,0.0,0.0,0.224017933011055,0.6353089748850161,0.02644368944685608,0.9955184428315413,0.991036870814002,0.5789473684210527,0.42105263157894735,0.024786274887161435,0.2566546455170786,0.6765268698456753,0.16666666666666666,0.3783763647079468,0.3333333333333333,0.0,
0.29339754329093043,0.21368265993265995,0.16720803621969704,0.3577145005360519,0.36169195661401643,0.3678374844001503,0.3709011630840375,0.3623585950212415,0.36618674812971425,0.31589762938704224,0.26648875954662044,0.3999643741477111,0.687184838966156,0.5059523809523809,0.8905095424207456,1.3529411764705883,0.0,0.0,0.22382406890392303,0.39286350312516166,0.041584610166007674,0.9919396264212472,0.9838792672696789,0.2857142857142857,0.7142857142857143,-0.06882219654148283,0.25456080271004783,0.6746152864146212,0.029411764705882353,0.3412865102291107,0.047619047619047616,0.0,
0.2452718855014869,0.03153195488721804,0.3147409996727564,0.32923585270544087,0.39229978872138793,0.4302687885507506,0.37642287650620715,0.416115611059278,0.3540165806088078,0.42172402699706923,0.4014933100625857,0.36260574087623687,0.7870261185197512,0.6691729323308271,0.917856016419898,1.4,0.0,0.0,0.21588556468486786,0.782684324735451,0.024101571899448854,0.9962077438831329,0.992415487539256,0.3,0.7,-0.024762205679536953,0.0010231603420868234,0.5448323876673561,0.0,0.28764548897743225,0.3333333333333333,1.1102230246251565e-16,
0.2423488199710846,0.1024025974025974,0.20242243058914144,0.37108066988605104,0.35792700023141905,0.38861129923918913,0.3980674689723993,0.38038883328947476,0.4092890020336939,0.3645406917419245,0.3439435328067724,0.3744926031034538,0.7071408172152146,0.5611285266457681,0.8997769047647035,1.3333333333333333,0.0,0.0,0.21290570497512817,0.6790513378500831,0.04075402022196134,0.9922904087149579,0.9845808147093402,0.30434782608695654,0.6956521739130435,-0.03861323318857945,0.16976313353904718,0.681875389753267,0.0,0.21355609595775604,0.0,0.0,
0.3004615385036327,0.129763986013986,0.20759194836923978,0.3393150385276971,0.3377646071315237,0.31941040040137025,0.34340137713683133,0.3672518416072997,0.3604267998112018,0.31633391789442794,0.3571173366728204,0.34926241237861094,0.7244167936927018,0.40382165605095544,0.8639626507501315,1.3814432989690721,0.0,0.0,0.2318120151758194,0.5145077623188584,0.0517390078126649,0.9858043757351962,0.9716087565249341,0.38181818181818183,0.6181818181818182,-0.008675510800058512,0.17525313065960815,0.6998762004424424,0.018518518518518517,0.2745925486087799,0.09090909090909091,0.08357600762702153,
