sentiment_analysis.sentiment_volatility,sentiment_analysis.average_sentiment,stylistic_analysis.linguistic_metrics.lexical_diversity.MTLD,thematic_analysis.entropy_score,story_idx,sentiment_analysis.emotional_richness,stylistic_analysis.rhetorical_devices.total_count,coherence_analysis.best_num_topics,sentiment_analysis.variance_sentiment,sentiment_analysis.emotional_volatility,sentiment_analysis.emotional_persistence
1.0683121632085262,-0.012602778908330947,78.46938980329185,0.9165164431996026,0,0.5714285714285714,11,10,0.9475326694727811,0.23076923076923078,0.7692307692307693
0.8236405897179149,-0.6598018044670526,86.61519691910925,0.9283832117695865,3,1.2857142857142858,9,10,0.5395745501614023,0.7647058823529411,0.23529411764705882
1.238230858218128,0.036985343741924644,144.08905864005027,0.9356754860572291,6,1.4285714285714286,17,6,0.9761790671675823,0.3137254901960784,0.6862745098039216
1.4466918196399785,0.030808526231599638,134.42715700141443,0.9626273876975383,9,1.4285714285714286,16,10,0.9670468151545502,0.4,0.6
1.5306645953156621,-0.26623400406044145,68.35625020500541,0.8649735207179273,12,1.0,7,10,0.90671022196839,0.6,0.4
1.4504361726905675,0.004156950477729826,151.04328226585375,0.9646600103740801,15,2.0,19,3,0.963278176724086,0.45454545454545453,0.5454545454545454
1.2411819057097204,-0.32516312718369245,60.44672167281304,0.7233083338141042,18,0.2857142857142857,11,5,0.8435422708421418,0.1,0.9
1.4907716335893304,0.14161695350274636,74.77032500246963,0.9342566540199424,21,1.4285714285714286,13,5,0.94661655381081,0.22807017543859648,0.7719298245614035
1.4281922899733213,-0.028615098739653056,96.34483218745231,0.9586668308931441,24,1.4285714285714286,20,4,0.9676075059879194,0.42105263157894735,0.5789473684210527
1.322432607208211,-0.3892049954214599,87.08519269776878,0.9602297178607614,27,0.42857142857142855,6,7,0.8209720248965319,0.5555555555555556,0.4444444444444444
1.0724813485886326,0.4524032671734775,52.89970329405298,0.9697238998682475,30,0.42857142857142855,10,10,0.7863160205659262,0.3,0.7
1.4259375572465063,0.2793362304020891,101.98124151132221,0.9127167182964924,33,1.5714285714285714,21,5,0.9002338626154818,0.5652173913043478,0.43478260869565216
1.1176361323338373,-0.016439976291159134,75.89351711729348,0.9535868507504891,36,1.8571428571428572,28,5,0.9726388258782986,0.42857142857142855,0.5714285714285714
1.2005231756524772,0.39741606984171085,104.80015707553906,0.9739760316291209,39,1.0,13,9,0.8295061716893877,0.5263157894736842,0.47368421052631576
1.536896297713902,0.04445034420184259,92.5921505690108,0.969570350190125,42,1.0,13,2,0.9810407583072083,0.5,0.5
1.1765727467597824,-0.4243972568615708,106.55854734653975,0.9675526393990104,45,1.5714285714285714,10,2,0.7681096013340308,0.42857142857142855,0.5714285714285714
1.3123650825580033,-0.2651773758747583,102.90171877557702,0.8791635950130784,48,1.5714285714285714,14,6,0.8804976147873026,0.3448275862068966,0.6551724137931034
0.9941096424901348,-0.7755482307596443,-1737.6899867374066,1.0000000000000002,51,1.0,8,8,0.3902808622329147,0.625,0.375
1.3442420008050533,-0.23681117403553797,180.84623560884728,0.9788379141596313,54,1.1428571428571428,9,6,0.8814155209835945,0.5,0.5
1.4172893475033574,-0.003663755268401777,68.99592853076317,0.9182958340544894,57,1.0,14,9,0.9749307478328222,0.3103448275862069,0.6896551724137931
1.106928321838482,-0.44495703943108245,111.53338628579694,0.929823631416745,60,1.4285714285714286,23,6,0.7744540037780956,0.32075471698113206,0.6792452830188679
1.040846226547306,-0.21734475215304305,122.1410395010395,0.9796133097990339,63,1.4285714285714286,14,6,0.9298323569992368,0.65625,0.34375
1.2465584586192693,-0.5742963588854764,59.06650332279648,0.7896900821428476,66,0.14285714285714285,6,9,0.555719824995623,0.0,1.0
1.1647728895124672,-0.46678309715741,200.11764705882354,0.9081585800092571,69,1.0,6,3,0.7670600345174307,0.2413793103448276,0.7586206896551724
1.2031937923356912,-0.4419747038689898,66.6880704497078,0.9249111608392658,72,1.5714285714285714,12,4,0.7843372221793344,0.5652173913043478,0.43478260869565216
1.412181396069913,0.32056119220838547,107.8708869270881,0.8009300939219349,75,2.0,22,4,0.8775840589485758,0.5454545454545454,0.45454545454545453
1.0590661162492674,-0.6312152868221429,74.5593632757062,0.9602297178607614,78,0.7142857142857143,12,9,0.5785835704441428,0.7,0.3
1.6223377038606936,0.15442379150772467,67.13182427401341,0.9182958340544897,81,1.2857142857142858,10,8,0.9584169479834648,0.6666666666666666,0.3333333333333333
0.5837384860507647,-0.4240392969172847,104.50780731631797,0.9459577203309798,84,1.4285714285714286,14,10,0.7887138756674705,0.5588235294117647,0.4411764705882353
1.3220996659125983,-0.39911043854081074,170.06277784110338,0.7896900821428476,87,0.2857142857142857,3,4,0.8256256341031042,0.1111111111111111,0.8888888888888888
1.2543450797879636,-0.3918593040510567,113.9190570124466,0.9766146686727134,90,0.7142857142857143,17,7,0.8161554031077306,0.4090909090909091,0.5909090909090909
1.309597736607455,-0.21576724497770722,87.90787713789734,0.9024041258922528,93,1.5714285714285714,21,6,0.9051080445612549,0.35185185185185186,0.6481481481481481
1.2519182524786214,0.28753462482044206,85.37700053947133,0.9138311481971518,96,1.0,10,8,0.889226242436589,0.5185185185185185,0.48148148148148145
1.162673138132682,-0.2445510990068282,88.20933256132224,0.9415260296672787,99,2.2857142857142856,12,6,0.9063905495079888,0.6792452830188679,0.32075471698113206
1.4247783079677263,0.25340354686735994,129.44138784286815,0.9655108357520406,102,1.4285714285714286,19,5,0.907425745673832,0.5882352941176471,0.4117647058823529
1.1458659476606283,-0.2625715327908677,137.1267868603769,0.7627069065377661,105,1.2857142857142858,18,2,0.9166210899997113,0.7222222222222222,0.2777777777777778
1.0106604099277496,-0.62215096773798,242.28872098012107,0.0,108,1.0,16,5,0.5823643254462904,0.4666666666666667,0.5333333333333333
1.3497997639368646,0.044056024715497064,82.0014570044664,0.9444367907277362,111,1.1428571428571428,12,8,0.9500295780916601,0.2807017543859649,0.7192982456140351
1.4270572545183353,0.15235276090347075,87.62487161296978,0.6708768381627621,114,1.1428571428571428,17,3,0.9390163700746277,0.4411764705882353,0.5588235294117647
1.0700613512989132,-0.32617213583543453,82.98622217505383,0.9340071252379949,117,1.0,20,8,0.8542173257299279,0.15517241379310345,0.8448275862068966
1.0277809473245458,-0.20983228162842113,76.22121341717636,0.9533522741071696,120,1.1428571428571428,11,2,0.9216952811363769,0.6818181818181818,0.3181818181818182
0.8485984768235788,-0.16957532292872202,200.88840218848634,0.7896900821428476,123,0.5714285714285714,13,5,0.954896244427589,0.36363636363636365,0.6363636363636364
